Name,Attention,Address 1,Address 2,City,State,Zip Code,Phone,Credential,Licensee Type,First Issued Date,Expiration Date,License Status,Status Reason,Supervisor License,Supervisor Name,Supervision Type,Supervisor License Status,Supervisor Expiration,
SA COMUNALE CO INC,,1524 OLD OAK HARBOR RD,,FREMONT,OH,43420,(419)334-3841,50.72.1002,Fire Protection Organization - Branch Office,06/05/1991,07/01/2027,Active,ACTIVE,53.77.1016,SA COMUNALE,Branch Company to Company,ACTIVE,07/01/2027,
OHIO VALLEY INTEGRATION SERV INC,,2005 COMMERCE DR,,SIDNEY,OH,45365,(937)492-0088,50.75.0001,Fire Protection Organization - Branch Office,10/30/2000,07/01/2027,Active,ACTIVE,53.75.1005,AREA ENERGY AND ELECTRIC INC,Branch Company to Company,ACTIVE,07/01/2027,
SAFE-N-SOUND SECURITY INC,,5555 COUNTY ROAD 203,,MILLERSBURG,OH,44654-8242,(330)491-1148,50.76.0002,Fire Protection Organization - Branch Office,08/28/2002,07/01/2027,Active,ACTIVE,53.76.1104,SAFE-N-SOUND SECURITY INC,Branch Company to Company,ACTIVE,07/01/2027,
DIEBOLD NIXDORF INC,,PO BOX 3077,,NORTH CANTON,OH,44720-8077,(330) 490-4000,50.76.0004,Fire Protection Organization - Branch Office,11/02/2009,07/01/2027,Active,ACTIVE,53.76.1066,DIEBOLD NIXDORF INC,Branch Company to Company,ACTIVE,07/01/2027,
ADT LLC,LICENSING DEPT,PO BOX 310702,,BOCA RATON,FL,33431-0702,(561) 988-3681,50.76.0006,Fire Protection Organization - Branch Office,03/21/2012,07/01/2027,Active,ACTIVE,53.89.1726,ADT LLC DBA PROTECTION ONE,Branch Company to Company,ACTIVE,07/01/2027,
SUMMIT FIRE & SECURITY LLC,,1250 NORTHLAND DR STE 200,,MENDOTA HEIGHTS,MN,55120-1174,,50.77.0001,Fire Protection Organization - Branch Office,07/28/1997,07/01/2027,Active,ACTIVE,53.18.5101,SUMMIT FIRE & SECURITY LLC,Branch Company to Company,ACTIVE,07/01/2027,
SILCO FIRE & SECURITY,BRANDY MAYNARD,451 KENNEDY RD,,AKRON,OH,44305-4423,(330)535-4343,50.77.0002,Fire Protection Organization - Branch Office,08/30/2002,07/01/2027,Active,ACTIVE,53.31.1003,SILCO FIRE & SECURITY,Branch Company to Company,ACTIVE,07/01/2027,
KOORSEN FIRE & SECURITY,,875 SEVILLE RD,,WADSWORTH,OH,44281-9553,(317) 225-5795,50.77.1017,Fire Protection Organization - Branch Office,05/01/2014,07/01/2027,Active,ACTIVE,,,,,,
EVERON LLC,COMMERCIAL LICENSING DEPT.,1501 W YAMATO RD,,BOCA RATON,FL,33431-4438,,50.77.1020,Fire Protection Organization - Branch Office,01/09/2020,07/01/2027,Active,ACTIVE,53.89.1925,EVERON LLC,Branch Company to Company,ACTIVE,07/01/2027,
KOORSEN FIRE & SECURITY,,524 RIVER ST,,DOVER,OH,44622-1935,(317) 225-5795,50.79.0002,Fire Protection Organization - Branch Office,06/02/2014,07/01/2027,Active,ACTIVE,,,,,,
FAIRCHILD COMMUNICATION SYSTEMS INC,,7780 CORPORATE BLVD UNIT 1513,,PLAIN CITY,OH,43064-3599,(614) 696-8248,50.80.0002,Fire Protection Organization - Branch Office,12/01/2025,07/01/2027,Active,ACTIVE,53.89.1590,FAIRCHILD COMMUNICATION SYSTEMS INC,Branch Company to Company,ACTIVE,07/01/2027,
LAKE ERIE ELECTRIC INC - DAYTON DIV,,360 INDUSTRIAL DR,,FRANKLIN,OH,45005,(937)743-1220,50.83.0003,Fire Protection Organization - Branch Office,06/25/2013,07/01/2027,Active,ACTIVE,53.18.1287,LAKE ERIE ELECTRIC INC,Branch Company to Company,ACTIVE,07/01/2027,
VIKING AUTOMATIC SPRINKLER CO DBA VFP FIRE SYSTEMS,,2835 CHARTER ST,,COLUMBUS,OH,43228-4607,(614)527-9855,50.87.1005,Fire Protection Organization - Branch Office,06/14/1991,07/01/2027,Active,ACTIVE,53.89.1121,VIKING AUTOMATIC SPRINKLER CO DBA VFP FIRE SYSTEMS,Branch Company to Company,ACTIVE,07/01/2027,
R L FIRE PROTECTION INC,,9921 DOWLING RD,,PERRYSBURG,OH,43551-9521,(419) 806-1856,50.87.1006,Fire Protection Organization - Branch Office,08/30/2023,07/01/2027,Active,ACTIVE,53.89.2020,R L FIRE PROTECTION INC,Branch Company to Company,ACTIVE,07/01/2027,
JOHNSON CONTROLS FIRE PROTECTION LP,LICENSING DEPT,PO BOX 3042,,BOCA RATON,FL,33431-0942,,50.89.0012,Fire Protection Organization - Branch Office,11/29/2001,07/01/2027,Active,ACTIVE,53.25.1041,JOHNSON CONTROLS FIRE PROTECTION LP,Branch Company to Company,ACTIVE,07/01/2027,
ADT LLC- PITTSBURG BRANCH,LICENSING DEPT,PO BOX 310702,,BOCA RATON,FL,33431-0702,(561) 988-3681,50.89.0016,Fire Protection Organization - Branch Office,03/15/2012,07/01/2027,Active,ACTIVE,53.89.1726,ADT LLC DBA PROTECTION ONE,Branch Company to Company,ACTIVE,07/01/2027,
JOHNSON CONTROLS FIRE PROTECTION,,7202 E 87TH ST STE 113,,INDIANAPOLIS,IN,46256-1200,(317) 473-9934,50.89.0017,Fire Protection Organization - Branch Office,04/24/2012,07/01/2027,Active,ACTIVE,53.18.1046,JOHNSON CONTROLS FIRE PROTECTION LP,Branch Company to Company,ACTIVE,07/01/2027,
JOHNSON CONTROLS FIRE PROTECTION LP,LICENSING DEPT,PO BOX 3042,,BOCA RATON,FL,33431-0942,(304) 746-4081,50.89.1016,Fire Protection Organization - Branch Office,06/24/1991,07/01/2027,Active,ACTIVE,53.18.1046,JOHNSON CONTROLS FIRE PROTECTION LP,Branch Company to Company,ACTIVE,07/01/2027,
VIKING AUTOMATIC SPRINKLER CO DBA VFP FIRE SYSTEMS,,7032 DEREK DR,,FORT WAYNE,IN,46803-3213,(219)493-0843,50.89.1098,Fire Protection Organization - Branch Office,06/14/1991,07/01/2027,Active,ACTIVE,53.89.1121,VIKING AUTOMATIC SPRINKLER CO DBA VFP FIRE SYSTEMS,Branch Company to Company,ACTIVE,07/01/2027,
VIKING AUTOMATIC SPRINKLER CO DBA VFP FIRE SYSTEMS,,525 19TH ST W,,HUNTINGTON,WV,25704-1405,(304)522-1390,50.89.1122,Fire Protection Organization - Branch Office,06/14/1991,07/01/2027,Active,ACTIVE,53.89.1121,VIKING AUTOMATIC SPRINKLER CO DBA VFP FIRE SYSTEMS,Branch Company to Company,ACTIVE,07/01/2027,
CINTAS CORPORATION #2,,2737 W STATE ST,,NEW CASTLE,PA,16101-8667,(724) 510-0708,50.89.1282,Fire Protection Organization - Branch Office,07/09/2015,07/01/2027,Active,ACTIVE,53.31.1094,CINTAS CORPORATION #2,Branch Company to Company,ACTIVE,07/01/2027,
IES COMMUNICATIONS LLC,,2801 S FAIR LN,,TEMPE,AZ,85282-3162,(713) 860-1561,50.89.1283,Fire Protection Organization - Branch Office,01/26/2016,07/01/2027,Active,ACTIVE,53.89.1841,IES COMMUNICATIONS LLC,Branch Company to Company,ACTIVE,07/01/2027,
CINTAS CORP NO 2,,1720 RESEARCH DR,,LOUISVILLE,KY,40299-2218,(502) 776-1551,50.89.1288,Fire Protection Organization - Branch Office,04/27/2020,07/01/2027,Active,ACTIVE,53.31.1094,CINTAS CORPORATION #2,Branch Company to Company,ACTIVE,07/01/2027,
ESCO COMMUNICATIONS LLC DBA NEW ERA TECHNOLOGY,,7506 HONEYWELL DR,,FORT WAYNE,IN,46825-6271,(260) 490-8111,50.89.1289,Fire Protection Organization - Branch Office,05/08/2020,07/01/2027,Active,ACTIVE,53.89.0019,NEW ERA TECHNOLOGY,Branch Company to Company,ACTIVE,07/01/2027,
SUMMIT FIRE PROTECTION,,10447 S HAROLD ST,,LUNA PIER,MI,48157-9756,(734) 848-5000,50.89.1290,Fire Protection Organization - Branch Office,09/15/2020,07/01/2027,Active,ACTIVE,53.89.1537,SUMMIT FIRE PROTECTION,Branch Company to Company,ACTIVE,07/01/2027,
APEX PUMPING EQUIPMENT INC,,4361 WEST 96TH ST,,INDIANAPOLIS,IN,46268-1178,(866) 563-2739,50.89.1294,Fire Protection Organization - Branch Office,04/21/2021,07/01/2027,Active,ACTIVE,53.89.1956,APEX PUMPING EQUIPMENT INC,Branch Company to Company,ACTIVE,07/01/2027,
APEX PUMPING EQUIPMENT INC,,1318 BABLON DR,,WHITE LAKE,MI,48386-3975,(248) 330-5588,50.89.1295,Fire Protection Organization - Branch Office,04/21/2021,07/01/2027,Active,ACTIVE,53.89.1956,APEX PUMPING EQUIPMENT INC,Branch Company to Company,ACTIVE,07/01/2027,
FIRE PROTECTION PROS LLC,,25550 SEELEY RD STE 200,,NOVI,MI,48375-2052,(248) 397-6550,50.89.1296,Fire Protection Organization - Branch Office,06/10/2021,07/01/2027,Active,ACTIVE,53.89.1887,FIRE PROTECTION PROS LLC,Branch Company to Company,ACTIVE,07/01/2027,
API GROUP LIFE SAFETY USA LLC DBA WESTERN STATES FIRE PROTECTION CO,,7020 S TUCSON WAY,,CENTENNIAL,CO,80112-6791,(303)790-0022,50.89.1297,Fire Protection Organization - Branch Office,01/31/2022,07/01/2027,Active,ACTIVE,53.89.1977,API GROUP LIFE SAFETY USA LLC,Branch Company to Company,ACTIVE,07/01/2027,
API GROUP LIFE SAFETY USA LLC DBA SECURITY FIRE PROTECTION CO INC,,7020 S TUCSON WAY,,CENTENNIAL,CO,80112-6791,,50.89.1298,Fire Protection Organization - Branch Office,01/31/2022,07/01/2027,Active,ACTIVE,53.89.1977,API GROUP LIFE SAFETY USA LLC,Branch Company to Company,ACTIVE,07/01/2027,
API GROUP LIFE SAFETY USA LLC DBA PREMIER FIRE & SECURITY,,7020 S TUCSON WAY,,CENTENNIAL,CO,80112-6791,,50.89.1299,Fire Protection Organization - Branch Office,01/31/2022,07/01/2027,Active,ACTIVE,53.89.1977,API GROUP LIFE SAFETY USA LLC,Branch Company to Company,ACTIVE,07/01/2027,
CERTASITE,,210 WEST DR STE A,,GREENSBURG,PA,15601-1206,(463) 777-8892,50.89.1300,Fire Protection Organization - Branch Office,03/24/2022,07/01/2027,Active,ACTIVE,53.77.2009,CERTASITE,Branch Company to Company,ACTIVE,07/01/2027,
SUMMIT FIRE & SECURITY LLC,,1250 NORTHLAND DR STE 200,,MENDOTA HEIGHTS,MN,55120-1174,,50.89.1301,Fire Protection Organization - Branch Office,06/15/2023,07/01/2027,Active,ACTIVE,53.18.5101,SUMMIT FIRE & SECURITY LLC,Branch Company to Company,ACTIVE,07/01/2027,
SUMMIT FIRE & SECURITY LLC,,1250 NORTHLAND DR STE 200,,MENDOTA HEIGHTS,MN,55120-1174,,50.89.1302,Fire Protection Organization - Branch Office,06/15/2023,07/01/2027,Active,ACTIVE,53.18.5101,SUMMIT FIRE & SECURITY LLC,Branch Company to Company,ACTIVE,07/01/2027,
VIKING AUTOMATIC SPRINKLER CO DBA WILLIAM CROOK FIRE PROTECTION,,301 YORK AVE,,SAINT PAUL,MN,55130-4039,(763) 443-5922,50.89.1304,Fire Protection Organization - Branch Office,09/06/2023,07/01/2027,Active,ACTIVE,53.89.1121,VIKING AUTOMATIC SPRINKLER CO DBA VFP FIRE SYSTEMS,Branch Company to Company,ACTIVE,07/01/2027,
SUMMIT FIRE PROTECTION CO,,54750 GRAND RIVER AVE,,NEW HUDSON,MI,48165-8526,(248) 773-7151,50.89.1306,Fire Protection Organization - Branch Office,02/12/2024,07/01/2027,Active,ACTIVE,53.89.1537,SUMMIT FIRE PROTECTION,Branch Company to Company,ACTIVE,07/01/2027,
MESSER CONSTRUCTION CO DBA EGC CONSTRUCTION CORP,,30 W 4TH ST,,NEWPORT,KY,41071-1061,(859) 441-7947,50.89.1307,Fire Protection Organization - Branch Office,01/08/2025,07/01/2027,Active,ACTIVE,53.31.3467,MESSER CONSTRUCTION CO,Branch Company to Company,ACTIVE,07/01/2027,
PYE BARKER FIRE & SAFETY,,2500 NORTHWINDS PKWY STE 200,,ALPHARETTA,GA,30009-2252,(801) 395-8731,50.89.1308,Fire Protection Organization - Branch Office,03/25/2025,07/01/2027,Active,ACTIVE,53.89.1936,PYE BARKER FIRE & SAFETY LLC,Branch Company to Company,ACTIVE,07/01/2027,
CENTURY FIRE PROTECTION LLC,,1631 HWY 72/221 HWY EAST,,GREENWOOD,SC,29649,(864) 677-3715,50.89.1309,Fire Protection Organization - Branch Office,07/28/2025,07/01/2027,Active,ACTIVE,53.89.1607,CENTURY FIRE PROTECTION LLC,Branch Company to Company,ACTIVE,07/01/2027,
PEERLESS MIDWEST INC,,1470 TORREY RD,,FENTON,MI,48430-1360,(810) 215-1295,50.89.1310,Fire Protection Organization - Branch Office,02/25/2026,07/01/2027,Active,ACTIVE,53.89.1606,PEERLESS-MIDWEST INC,Branch Company to Company,ACTIVE,07/01/2027,
PYE BARKER FIRE & LIFESAFETY LLC DBA FLAGSHIP FIRE INC,,2500 NORTHWINDS PKWY STE 200,,ALPHARETTA,GA,30009-2252,(941) 723-7230,50.89.1311,Fire Protection Organization - Branch Office,08/05/2026,07/01/2027,Active,ACTIVE,53.89.1936,PYE BARKER FIRE & SAFETY LLC,Branch Company to Company,ACTIVE,07/01/2027,
VIKING AUTOMATIC SPRINKLER COMPANY DBA QUALITY FIRE PROTECTION,,220 INDUSTRIAL DR,,LAWRENCEBURG,IN,47025-1199,(812) 926-1825,50.89.1312,Fire Protection Organization - Branch Office,03/23/2026,07/01/2027,Active,ACTIVE,53.89.1121,VIKING AUTOMATIC SPRINKLER CO DBA VFP FIRE SYSTEMS,Branch Company to Company,ACTIVE,07/01/2027,
VALLEN DISTRIBUTION INC,,403 HERON DR STE D,,SWEDESBORO,NJ,08085-1937,(856) 542-1453,50.89.1313,Fire Protection Organization - Branch Office,07/08/2026,07/01/2027,Active,ACTIVE,53.89.2016,VALLEN DISTRIBUTION INC,Branch Company to Company,ACTIVE,07/01/2027,
JOHNSON CONTROLS BUILDING SOLUTIONS LLC,LICENSING DEPT,PO Box 3042,,Boca Raton,FL,33431-0942,(561) 341-7357,50.89.1314,Fire Protection Organization - Branch Office,05/28/2026,07/01/2027,Active,ACTIVE,53.48.1231,JOHNSON CONTROLS BUILDING SOLUTIIONS LLC,Branch Company to Company,ACTIVE,07/01/2027,
JOHNSON CONTROLS BUILDING SOLUTIONS LLC,LICENSING DEPT,PO Box 3042,,Boca Raton,FL,33431-0942,(561) 341-7357,50.89.1315,Fire Protection Organization - Branch Office,05/28/2026,07/01/2027,Active,ACTIVE,53.48.1231,JOHNSON CONTROLS BUILDING SOLUTIIONS LLC,Branch Company to Company,ACTIVE,07/01/2027,
MARMIC FIRE & SAFETY CO INC,,230 DEPOT ST NW,,CHRISTIANSBURG,VA,24073,(479) 646-8934,50.89.1316,Fire Protection Organization - Branch Office,08/24/2026,07/01/2027,Active,ACTIVE,53.89.2132,MARMIC FIRE & SAFETY CO INC,Branch Company to Company,ACTIVE,07/01/2027,
MARMIC FIRE & SAFETY CO INC,,300 ENTERPRISE DR,,LOGAN,WV,25601-3756,(740) 340-8497,50.89.1317,Fire Protection Organization - Branch Office,08/24/2026,07/01/2027,Active,ACTIVE,53.89.2132,MARMIC FIRE & SAFETY CO INC,Branch Company to Company,ACTIVE,07/01/2027,
MARMIC FIRE & SAFETY CO INC,,315 S SYCAMORE ST,,FLORA,IN,46929-1255,(574) 967-0017,50.89.1318,Fire Protection Organization - Branch Office,08/24/2026,07/01/2027,Active,ACTIVE,53.89.2132,MARMIC FIRE & SAFETY CO INC,Branch Company to Company,ACTIVE,07/01/2027,
SECURITY UNLIMITED PROFESSIONALS,,372 S JACKSON ST,,LIMA,OH,45804-1332,(419) 863-9590,52.02.0005,Fire Protection Organization - Sole Proprietor,08/20/2013,10/01/2026,Active In Renewal,RENEWAL PENDING,,,,,,
BUSY WORKER BEES LLC,,356 BELLFLOWER AVE NW,,CANTON,OH,44708-5608,(567) 215-7000,52.03.0003,Fire Protection Organization - Sole Proprietor,04/04/2017,07/01/2027,Active,ACTIVE,,,,,,
TECH INSTALLATIONS,,833 WESTERN STAR CT,,ROME,OH,44085,(440)669-4139,52.04.0004,Fire Protection Organization - Sole Proprietor,04/23/2001,04/01/2027,Active,ACTIVE,,,,,,
HITEC SECURITY,,1008 DUTCH HILL RD,,MARTINS FERRY,OH,43935-8732,(740) 738-0747,52.07.0004,Fire Protection Organization - Sole Proprietor,02/27/2019,01/02/2027,Active In Renewal,RENEWAL PENDING,,,,,,
DEWEY K JONES ELECTRIC,,7035 MORRIS RD,,HAMILTON,OH,45011,(513)863-8584,52.09.0002,Fire Protection Organization - Sole Proprietor,12/19/2000,04/01/2027,Active,ACTIVE,,,,,,
PROTECTION 2000,,5750 GREENLAWN RD,,HAMILTON,OH,45011-2232,(513)200-6090,52.09.1058,Fire Protection Organization - Sole Proprietor,03/24/2004,07/01/2027,Active,ACTIVE,,,,,,
PRIDE FIRE PROTECTION LLC,,3942 SCHOENLING RD,,OKEANA,OH,45053-9614,(513) 208-5624,52.09.1916,Fire Protection Organization - Sole Proprietor,06/13/2017,04/01/2027,Active,ACTIVE,,,,,,
HAAG COMMUNICATIONS,,11316 COLERAIN RD,,CINCINNATI,OH,45252-1432,(513) 296-1392,52.09.1917,Fire Protection Organization - Sole Proprietor,04/30/2018,04/01/2027,Active,ACTIVE,,,,,,
COLLINS DEVELOPMENT LLC DBA CT SECURITY SERVICES,,2264 ROSS ESTATES DR,,HAMILTON,OH,45013-8048,(937) 388-4287,52.09.1918,Fire Protection Organization - Sole Proprietor,01/28/2019,01/02/2027,Active In Renewal,RENEWAL PENDING,,,,,,
ASIMAT SOLUTIONS SERVICES,,6279 JAYFIELD DR,,FAIRFIELD TOWNSHIP,OH,45011-5171,(267) 312-9191,52.09.1920,Fire Protection Organization - Sole Proprietor,09/24/2025,10/01/2026,Active In Renewal,RENEWAL PENDING,,,,,,
CINCY FIREX INSPECTIONS,,3214 RIVER RD,,HAMILTON,OH,45015-1756,(740) 418-2362,52.09.1921,Fire Protection Organization - Sole Proprietor,12/18/2025,04/01/2027,Active,ACTIVE,,,,,,
MCCABE ELECTRIC INC,,2847 CRANE SCHOOLHOUSE RD,,BETHEL,OH,45106,(513)734-7296,52.13.1010,Fire Protection Organization - Sole Proprietor,04/06/1998,07/01/2027,Active,ACTIVE,,,,,,
YOXTHIMER TECHNOLOGY SERVICES LLC,,6264 SHAGBARK DR,,LOVELAND,OH,45140-8420,(513) 722-7926,52.13.1037,Fire Protection Organization - Sole Proprietor,08/15/2013,10/01/2027,Active,ACTIVE,,,,,,
JAMES MCVEY DBA WATCHMAN PROTECTION SERVICES,,6055 BRANCH HILL GUINEA PIKE STE A,,MILFORD,OH,45150-7200,(937) 776-0117,52.13.1039,Fire Protection Organization - Sole Proprietor,04/03/2019,04/01/2027,Active,ACTIVE,,,,,,
US SAFETY LLC,,PO BOX 911,,MILFORD,OH,45150-0911,(513) 615-7100,52.13.1040,Fire Protection Organization - Sole Proprietor,01/29/2020,07/01/2027,Active,ACTIVE,,,,,,
IRWIN FIRE EQUIPMENT,,PO BOX 488,,WILMINGTON,OH,45177-0488,(937) 302-7629,52.14.0004,Fire Protection Organization - Sole Proprietor,02/10/2026,04/01/2027,Active,ACTIVE,,,,,,
MEAD ELECTRONICS,,PO BOX 147,910 W MANSFIELD ST,BUCYRUS,OH,44820-0147,(419)562-9314,52.17.0002,Fire Protection Organization - Sole Proprietor,06/28/2011,04/01/2027,Active,ACTIVE,,,,,,
PAUL DELOST CO,,1318 IRVING AVE,,CLEVELAND,OH,44109-3538,(216) 509-0848,52.18.0010,Fire Protection Organization - Sole Proprietor,08/05/1998,01/02/2028,Active,ACTIVE,,,,,,
ALL CITY BACKFLOW PREVENTION,,14231 PEASE RD,,MAPLE HEIGHTS,OH,44137,(216)581-3575,52.18.0040,Fire Protection Organization - Sole Proprietor,08/29/2005,04/01/2027,Active,ACTIVE,,,,,,
SANTIAGO PLUMBING,,PO BOX 263,,NORTH OLMSTED,OH,44070,(216)374-7630,52.18.0041,Fire Protection Organization - Sole Proprietor,08/22/2007,07/01/2027,Active,ACTIVE,,,,,,
NORTHEAST OHIO SECURITY & ELECTRONIC SOLUTIONS,,9345 RAVENNA RD UNIT C,,TWINSBURG,OH,44087-2452,(216) 798-8987,52.18.0050,Fire Protection Organization - Sole Proprietor,01/20/2009,10/01/2027,Active,ACTIVE,,,,,,
BASS HEATING/STEWART ELECTRIC CO,,1791 SAGAMORE DR,,EUCLID,OH,44117-2332,(216) 481-2122,52.18.0055,Fire Protection Organization - Sole Proprietor,12/08/2009,07/01/2027,Active,ACTIVE,,,,,,
FBL TECHNOLOGIES,,7093 OAK TREE DR S,,LORAIN,OH,44053-4338,(216)548-6530,52.18.0064,Fire Protection Organization - Sole Proprietor,08/23/2011,01/02/2027,Active In Renewal,RENEWAL PENDING,,,,,,
SUTTON SECURITY SYSTEMS INC,,8743 ROYALHAVEN DR,,NORTH ROYALTON,OH,44133-1657,,52.18.1324,Fire Protection Organization - Sole Proprietor,06/05/1991,07/01/2027,Active,ACTIVE,,,,,,
DRIGGS PLUMBING,,4615 KINGSLEY CIR W,,SANDUSKY,OH,44870-6043,(216)4022060,52.18.1389,Fire Protection Organization - Sole Proprietor,06/10/1993,01/02/2027,Active In Renewal,RENEWAL PENDING,,,,,,
CSS ENTERPRISES,,PO BOX 347104,,PARMA,OH,44134-7104,(216) 577-3330,52.18.3655,Fire Protection Organization - Sole Proprietor,02/10/2014,10/01/2027,Active,ACTIVE,,,,,,
AB PLUMBING SERVICES LLC,,1325 COOK AVE,,LAKEWOOD,OH,44107-2567,(216) 521-9272,52.18.3663,Fire Protection Organization - Sole Proprietor,12/04/2017,01/02/2027,Active In Renewal,RENEWAL PENDING,,,,,,
WIRE MEN LLC,,5960 AKINS RD,,NORTH ROYALTON,OH,44133-4964,(440) 668-6250,52.18.3664,Fire Protection Organization - Sole Proprietor,02/03/2018,04/01/2027,Active,ACTIVE,,,,,,
SECURITY & SOUND SOLUTIONS,,7472 MCMECHAM RD,,GREENVILLE,OH,45331-9499,937-467-1469,52.19.1013,Fire Protection Organization - Sole Proprietor,10/19/2016,07/01/2027,Active,ACTIVE,,,,,,
ZACHTECH LLC,,PO BOX 30116,,JEWELL,OH,43530-0116,(419) 785-6660,52.20.0001,Fire Protection Organization - Sole Proprietor,07/24/2015,10/01/2027,Active,ACTIVE,,,,,,
BEAR WIRE SERVICES,,338 VISTA RIDGE DR,,DELAWARE,OH,43015-7068,(614) 584-2367,52.21.0008,Fire Protection Organization - Sole Proprietor,02/23/2017,01/02/2028,Active,ACTIVE,,,,,,
HERBST EXCAVATING LLC,,2328 RIVER AVE,,SANDUSKY,OH,44870-3954,(419) 656-2251,52.22.1037,Fire Protection Organization - Sole Proprietor,01/30/2018,04/01/2027,Active,ACTIVE,,,,,,
JONATHAN PARKER,,5471 VILLAGE GROVE LN,,CANAL WINCHESTER,OH,43110-7966,(740)808-0940,52.23.0015,Fire Protection Organization - Sole Proprietor,07/17/2009,07/01/2027,Active,ACTIVE,,,,,,
CE SCHMELZER ELECTRIC & SERVICE LLC,,3301 WHEELING RD NE,,LANCASTER,OH,43130,(740)654-6818,52.23.0016,Fire Protection Organization - Sole Proprietor,06/08/2010,07/01/2027,Active,ACTIVE,,,,,,
AMERICAN FIRE PROTECTION,,3025 VALLEY VIEW RD NE,,LANCASTER,OH,43130-8217,(740)681-9999,52.23.1025,Fire Protection Organization - Sole Proprietor,09/28/1994,04/01/2027,Active,ACTIVE,,,,,,
AERO ELECTRICAL CONTRACTORS,,8020-A DOVE PKWY,,CANAL WINCHESTER,OH,43110,(614)834-8181,52.23.1029,Fire Protection Organization - Sole Proprietor,06/02/1995,10/01/2026,Active In Renewal,RENEWAL PENDING,,,,,,
OHIO LEAK LOCATORS,,3319 SUGAR GROVE RD SE,,LANCASTER,OH,43130-8537,(740) 974-8330,52.23.1557,Fire Protection Organization - Sole Proprietor,03/07/2018,04/01/2027,Active,ACTIVE,,,,,,
STEW ELECTRICAL LLC,,PO BOX 453,,LITHOPOLIS,OH,43136-0453,(614) 323-6665,52.23.1558,Fire Protection Organization - Sole Proprietor,04/11/2018,07/01/2027,Active,ACTIVE,,,,,,
SECURITY OPERATIONS SYSTEMS,,2755 BLACKLICK EASTERN RD NW,,BALTIMORE,OH,43105,(614)746-6172,52.25.0009,Fire Protection Organization - Sole Proprietor,08/14/1998,01/02/2027,Active In Renewal,RENEWAL PENDING,,,,,,
GILLIVAN MECHANICAL,,3302 PARK ST,,GROVE CITY,OH,43123,(614)871-1987,52.25.0020,Fire Protection Organization - Sole Proprietor,11/21/2001,01/02/2027,Active In Renewal,RENEWAL PENDING,,,,,,
CARDINAL ELECTRIC & COMMUNICATIONS LLC,,4920 SCIOTO DARBY RD STE 120,,HILLIARD,OH,43026-1500,(614)527-8610,52.25.0028,Fire Protection Organization - Sole Proprietor,02/26/2004,01/02/2028,Active,ACTIVE,,,,,,
WESS ELECTRIC LLC,,175 S 3RD ST STE 120,,COLUMBUS,OH,43215-5188,(614)348-9370,52.25.0036,Fire Protection Organization - Sole Proprietor,11/28/2005,10/01/2026,Active In Renewal,RENEWAL PENDING,,,,,,
RICHARD LEE CURRY,,6548 PORTRAIT CR,,WESTERVILLE,OH,43081,(614)245-8585,52.25.0053,Fire Protection Organization - Sole Proprietor,07/20/2010,01/02/2027,Active In Renewal,RENEWAL PENDING,,,,,,
RESCHKE ELECTRIC LLC,,210 E PARK ST,JEFFREY RESCHKE,WESTERVILLE,OH,43081-2306,(614)507-2705,52.25.0062,Fire Protection Organization - Sole Proprietor,06/19/2013,07/01/2027,Active,ACTIVE,,,,,,
EAGLE ELECTRIC INC,,5901 GROVE CITY RD,,GROVE CITY,OH,43123,(614)875-9944,52.25.1204,Fire Protection Organization - Sole Proprietor,06/27/1991,04/01/2027,Active,ACTIVE,,,,,,
FAULKNER SECURITY SERVICES LLC,,374 GARDEN RD,,COLUMBUS,OH,43214,(614)267-5712,52.25.1288,Fire Protection Organization - Sole Proprietor,05/20/1991,01/02/2027,Active In Renewal,RENEWAL PENDING,,,,,,
CERTIFIED BURGLAR ALARM SYSTEM,,4615 UPDIKE RD,,CENTERBURG,OH,43011-9703,(614) 989-9383,52.25.1422,Fire Protection Organization - Sole Proprietor,10/25/1995,07/01/2027,Active,ACTIVE,,,,,,
SYSTEM 1 SECURITY & SURVEILLANCE,,1264 YOLANDA DR,,COLUMBUS,OH,43207-2121,(614) 896-1132,52.25.4421,Fire Protection Organization - Sole Proprietor,09/11/2014,10/01/2027,Active,ACTIVE,,,,,,
INNOVATIVE FIRE PROTECTION,,3324 MORSE RD STE I,,COLUMBUS,OH,43231-9216,(614) 377-1434,52.25.4424,Fire Protection Organization - Sole Proprietor,02/12/2016,04/01/2027,Active,ACTIVE,,,,,,
AER SYSTEMS LLC,,2792 SHELLWICK CT,,COLUMBUS,OH,43235-7296,(704)964-9665,52.25.4426,Fire Protection Organization - Sole Proprietor,02/21/2017,01/02/2027,Active In Renewal,RENEWAL PENDING,,,,,,
